 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  31 |  32 |  33 |  34 |  35 |  36 |  37 |  38 |  39 |  40 | Last 10  |  Total   |
|       emillynge      |     |     |     |     |  A  |     |     |     |     |     |   1/1    |   1/1    |
|       freakers       |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|        goibnu        |     |     |  D  |     |     |     |     |     |     |     |   0/1    |   0/1    |
|     holierthanmao    |     |     |     |     |     |     |     |     |     |  D  |   0/1    |   0/1    |
|    i_am_voldemort    |     |  D  |     |     |     |     |     |     |     |     |   1/1    |   2/2    |
|      IMM_Austin      |     |     |     |     |     |     |     |     |     |  B  |   1/1    |   1/1    |
|       jimillett      |     |     |  C  |     |     |     |     |     |     |     |   1/1    |   3/3    |
|     jose_can_u_c     |     |     |     |     |     |     |     |     |  C  |     |   1/1    |   1/1    |
|      lifeNthings     |     |     |     |     |     |     |  D  |     |     |     |   1/1    |   1/1    |
|      lionhardt13     |     |     |     |     |     |     |  B  |     |     |     |   0/1    |   0/1    |
|   Material_Sock2843  |     |     |  D  |     |     |     |     |     |     |     |   0/1    |   0/1    |
|   Mathturbationist   |     |     |     |  B  |     |     |     |     |     |     |   1/1    |   1/1    |
|      notforthee      |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   OregonSmallClaims  |     |     |     |     |  A  |     |     |     |     |     |   1/1    |   1/1    |
|       pmags3000      |     |     |     |     |     |     |  B  |     |     |     |   0/1    |   0/2    |
|        poored1       |  D  |     |     |     |     |     |     |     |     |     |   0/1    |   1/2    |
|        rctbob        |     |     |     |     |  A  |     |     |     |     |     |   1/1    |   1/1    |
|       SGDrummer      |     |     |     |     |     |     |     |     |  C  |     |   1/1    |   1/1    |
|      Shadowfalx      |     |     |     |     |  A  |     |     |     |     |     |   1/1    |   1/1    |
|    shartweekondvd    |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|    SnooBananas3355   |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   spartanofthenorth  |     |     |     |     |     |  A  |     |     |     |     |   1/1    |   1/1    |
|     Spinobreaker     |     |     |     |     |     |     |     |  D  |     |     |   1/1    |   1/2    |
|     SuperNinja74     |     |     |     |  D  |     |     |     |     |     |     |   0/1    |   0/1    |
|       TheoCaro       |     |     |     |     |     |     |     |     |  C  |     |   1/1    |   1/1    |
|         tonei        |     |  D  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|     Vault14Hunter    |     |  B  |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|     Windowpain43     |     |  D  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        |12/21|16/18|11/20|11/14|14/15|11/11| 8/17| 9/12|15/15| 7/11| 114/154  | 195/267  |
|--------------------------------------------------------------------------------------------------------|

