 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  33 |  34 |  35 |  36 |  37 |  38 |  39 |  40 |  41 |  42 | Last 10  |  Total   |
|     jose_can_u_c     |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|   Kind-Sherbet-7857  |  C  |     |     |     |     |     |     |     |     |     |   1/1    |   2/2    |
|      lifeNthings     |     |     |     |     |  D  |     |     |     |     |     |   1/1    |   1/1    |
|      lionhardt13     |     |     |     |     |  B  |     |     |     |     |     |   0/1    |   0/1    |
|   Material_Sock2843  |  D  |     |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|   Mathturbationist   |     |  B  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   MuzzledScreaming   |     |     |     |     |     |     |     |     |     |  D  |   0/1    |   0/1    |
|   OregonSmallClaims  |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
| OverturnedAppleCart3 |     |     |     |     |     |     |     |     |  C  |     |   1/1    |   3/3    |
|       pmags3000      |     |     |     |     |  B  |     |     |     |     |     |   0/1    |   0/2    |
|        rctbob        |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|       SGDrummer      |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|      Shadowfalx      |     |     |  A  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|    shartweekondvd    |     |     |     |  A  |     |     |     |     |     |     |   1/1    |   1/1    |
|   spartanofthenorth  |     |     |     |  A  |     |     |     |     |     |     |   1/1    |   1/1    |
|     Spinobreaker     |     |     |     |     |     |  D  |     |     |     |     |   1/1    |   1/2    |
|     stevenxdavis     |     |     |     |     |     |     |     |     |     |  A  |   1/1    |   1/1    |
|     SuperNinja74     |     |  D  |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        |11/20|11/14|14/15|11/11| 8/17| 9/12|15/15| 7/11|10/10| 7/12| 103/137  | 203/275  |
|--------------------------------------------------------------------------------------------------------|

