 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  29 |  30 |  31 |  32 |  33 |  34 |  35 |  36 |  37 |  38 | Last 10  |  Total   |
|       emillynge      |     |     |     |     |     |     |  A  |     |     |     |   1/1    |   1/1    |
|       fauxjolly      |  B  |     |     |     |     |     |     |     |     |     |   1/1    |   2/2    |
|       freakers       |     |     |  C  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|        goibnu        |     |     |     |     |  D  |     |     |     |     |     |   0/1    |   0/1    |
| ImFeelingTheUte-iest |     |  A  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|         KWilt        |     |  A  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      lifeNthings     |     |     |     |     |     |     |     |     |  D  |     |   1/1    |   1/1    |
|      lionhardt13     |     |     |     |     |     |     |     |     |  B  |     |   0/1    |   0/1    |
|      LorePhoenix     |  B  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      majornugzz      |     |  A  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   Material_Sock2843  |     |     |     |     |  D  |     |     |     |     |     |   0/1    |   0/1    |
|   Mathturbationist   |     |     |     |     |     |  B  |     |     |     |     |   1/1    |   1/1    |
|    ModestPolarBear   |     |     |     |     |     |     |     |     |     |  D  |   1/1    |   1/1    |
|      notforthee      |     |     |  C  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|     OoopsWhoopsie    |  B  |     |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   OregonSmallClaims  |     |     |     |     |     |     |  A  |     |     |     |   1/1    |   1/1    |
|       pmags3000      |     |     |     |     |     |     |     |     |  B  |     |   0/1    |   0/2    |
|        rctbob        |     |     |     |     |     |     |  A  |     |     |     |   1/1    |   1/1    |
|        roboats       |     |  A  |     |     |     |     |     |     |     |     |   1/1    |   1/1    |
|      Shadowfalx      |     |     |     |     |     |     |  A  |     |     |     |   1/1    |   1/1    |
|    shartweekondvd    |     |     |     |     |     |     |     |  A  |     |     |   1/1    |   1/1    |
|    SnooBananas3355   |     |     |  C  |     |     |     |     |     |     |     |   1/1    |   1/1    |
|   spartanofthenorth  |     |     |     |     |     |     |     |  A  |     |     |   1/1    |   1/1    |
| Succ_Semper_Tyrannis |  B  |     |     |     |     |     |     |     |     |     |   1/1    |   2/2    |
|     SuperNinja74     |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   0/1    |
|         tonei        |     |     |     |  D  |     |     |     |     |     |     |   1/1    |   1/1    |
|     Vault14Hunter    |     |     |     |  B  |     |     |     |     |     |     |   0/1    |   0/1    |
|     Windowpain43     |     |     |     |  D  |     |     |     |     |     |     |   1/1    |   1/1    |
|      yossi_peti      |     |     |  D  |     |     |     |     |     |     |     |   0/1    |   1/2    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        |14/14|17/18|12/21|16/18|11/20|11/14|14/15|11/11| 8/17| 9/12| 123/160  | 184/252  |
|--------------------------------------------------------------------------------------------------------|

