 ________________________________________________________________________________________________________ 
|    Username / Q#->   |  22 |  23 |  24 |  25 |  26 |  27 |  28 |  29 |  30 |  31 | Last 10  |  Total   |
|        poored1       |     |     |     |     |     |     |     |     |  A  |  D  |   1/2    |   1/2    |
|     PowerfulDream    |  A  |     |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|  RestaurantNovel8927 |     |     |     |     |     |     |     |  B  |  A  |  C  |   3/3    |   3/3    |
|        roboats       |     |     |     |     |     |     |     |     |  A  |     |   1/1    |   1/1    |
|       SAJedi425      |     |  B  |     |     |     |     |     |     |     |     |   0/1    |   0/1    |
|       slawcool       |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|        smrn23        |     |     |     |     |     |     |  C  |     |     |     |   1/1    |   1/1    |
|    SnooBananas3355   |     |     |     |     |     |     |     |     |     |  C  |   1/1    |   1/1    |
|    Spallanzani333    |     |     |     |     |     |  D  |     |     |     |     |   0/1    |   0/1    |
|     Spinobreaker     |     |     |     |     |     |     |     |     |  D  |     |   0/1    |   0/1    |
| Succ_Semper_Tyrannis |     |     |     |     |     |     |  C  |  B  |     |     |   2/2    |   2/2    |
|  ThomasSecondChance  |     |     |     |     |     |     |  D  |  D  |  C  |  D  |   0/4    |   0/4    |
|        tomksfw       |     |     |     |     |     |     |     |     |     |  C  |   1/1    |   1/1    |
| whatnameisntusedalre |     |     |  C  |     |     |     |     |     |     |     |   0/1    |   0/2    |
|      yossi_peti      |     |     |     |     |     |  A  |     |     |     |  D  |   1/2    |   1/2    |
|--------------------------------------------------------------------------------------------------------|
|        Total:        | 0/8 | 3/8 | 1/6 | 1/1 | 1/6 |11/14|13/17|14/15|17/19|12/22|  73/116  | 116/169  |
|--------------------------------------------------------------------------------------------------------|

